 Pressure(dbar)  Temperature(°C)  Salinity(PSU)
     165.399994        17.245001      34.859001
     175.199997        16.375999      34.881001
     185.300003        15.693000      34.903999
     195.699997        14.992000      34.918999
     212.199997        14.041000      34.959999
     237.300003        13.243000      34.993999
     263.200012        12.607000      35.016998
     287.799988        12.095000      35.021999
     313.100006        11.729000      35.026001
     337.799988        11.400000      35.028999
     362.799988        11.139000      35.029999
     388.000000        10.901000      35.029999
     412.600006        10.722000      35.028999
     437.899994        10.511000      35.028999
     463.299988        10.327000      35.029999
     488.100006        10.147000      35.029999
     513.299988         9.965000      35.027000
     537.799988         9.758000      35.021999
     563.000000         9.551000      35.014999
     588.299988         9.364000      35.012001
     613.299988         9.189000      35.007999
     638.200012         8.943000      35.002998
     662.799988         8.758000      34.999001
     687.700012         8.546000      34.991001
     712.700012         8.372000      34.984001
     737.400024         8.207000      34.980000
     762.799988         8.035000      34.974998
     788.099976         7.899000      34.969002
     812.799988         7.699000      34.962002
     837.700012         7.525000      34.956001
     863.700012         7.320000      34.949001
     888.000000         7.136000      34.944000
     913.099976         6.957000      34.938000
     938.000000         6.802000      34.932999
     962.900024         6.700000      34.931000
     987.799988         6.575000      34.925999
    1012.599976         6.404000      34.919998
    1038.000000         6.256000      34.912998
    1063.000000         6.107000      34.907001
    1087.800049         5.973000      34.902000
    1112.699951         5.859000      34.896999
    1137.500000         5.750000      34.893002
    1162.900024         5.637000      34.889999
    1187.699951         5.559000      34.887001
    1212.800049         5.450000      34.882999
    1238.199951         5.328000      34.877998
    1263.000000         5.209000      34.874001
    1287.800049         5.111000      34.870998
    1312.900024         5.000000      34.866001
    1337.699951         4.881000      34.861000
    1362.900024         4.779000      34.856998
    1387.900024         4.659000      34.853001
    1412.900024         4.560000      34.848999
    1439.000000         4.460000      34.845001
    1463.000000         4.357000      34.841999
    1487.900024         4.262000      34.839001
    1513.099976         4.162000      34.834999
    1537.900024         4.052000      34.831001
    1562.599976         4.004000      34.828999
    1587.699951         3.910000      34.825001
    1613.099976         3.818000      34.820999
    1638.199951         3.700000      34.817001
    1663.099976         3.600000      34.813000
    1687.800049         3.515000      34.808998
    1712.900024         3.416000      34.805000
    1738.199951         3.317000      34.799999
    1763.599976         3.249000      34.797001
    1787.800049         3.170000      34.792999
    1812.599976         3.077000      34.790001
    1837.699951         3.025000      34.786999
    1862.699951         2.970000      34.785000
    1887.900024         2.909000      34.783001
    1913.099976         2.858000      34.780998
    1938.000000         2.794000      34.778000
    1962.800049         2.734000      34.775002
    1987.599976         2.688000      34.772999
    2009.199951         2.651000      34.771000
       0.400000        29.725000      32.817001
       1.000000        29.726000      32.819000
       1.900000        29.732000      32.817001
       3.000000        29.736000      32.816002
       3.700000        29.736000      32.813999
       4.800000        29.731001      32.814999
       6.000000        29.729000      32.813999
       6.700000        29.730000      32.813999
       7.900000        29.729000      32.813999
       9.200000        29.730000      32.813999
      10.100000        29.733999      32.819000
      15.400000        29.754000      32.901001
      25.400000        29.761000      33.046001
      35.599998        29.540001      33.186001
      45.099998        29.021000      33.243000
      55.500000        28.865000      33.464001
      65.400002        28.525999      33.674000
      75.500000        28.198999      33.937000
      85.500000        27.084000      34.199001
      95.400002        25.302000      34.375000
     105.400002        23.733999      34.560001
     114.800003        22.268000      34.640999
     125.400002        21.341000      34.643002
     135.500000        20.292999      34.687000
     145.399994        19.134001      34.785000
     154.899994        18.207001      34.819000
     165.100006        17.426001      34.838001
     175.800003        16.539000      34.877998
     185.399994        16.047001      34.924999
     195.500000        15.469000      34.953999
     213.100006        14.445000      34.963001
     238.399994        13.537000      34.994999
     263.100006        12.756000      35.013000
     287.700012        12.241000      35.023998
     312.399994        11.849000      35.028000
     337.200012        11.480000      35.030998
     362.899994        11.231000      35.029999
     388.200012        10.955000      35.029999
     413.100006        10.728000      35.028999
     438.100006        10.534000      35.028999
     463.600006        10.311000      35.028999
     487.799988        10.119000      35.027000
     512.799988         9.933000      35.025002
     537.799988         9.716000      35.022999
     562.900024         9.489000      35.018002
     588.000000         9.299000      35.012001
     613.099976         9.128000      35.007000
     637.900024         8.947000      35.002998
     662.400024         8.775000      34.998001
     688.500000         8.594000      34.992001
     713.099976         8.396000      34.987000
     738.099976         8.239000      34.980999
     762.900024         8.094000      34.976002
     787.599976         7.942000      34.973000
     812.799988         7.753000      34.964001
     838.099976         7.550000      34.957001
     862.900024         7.400000      34.952000
     887.599976         7.231000      34.946999
     912.900024         7.060000      34.942001
     937.900024         6.919000      34.938000
     962.700012         6.783000      34.933998
     987.500000         6.627000      34.928001
    1012.500000         6.487000      34.923000
    1037.699951         6.366000      34.917999
    1062.900024         6.231000      34.911999
    1087.900024         6.093000      34.904999
    1112.800049         5.934000      34.900002
    1138.400024         5.815000      34.895000
    1163.000000         5.723000      34.891998
    1187.800049         5.616000      34.888000
    1212.900024         5.499000      34.882999
    1237.800049         5.393000      34.880001
    1262.599976         5.277000      34.875999
    1287.300049         5.182000      34.872002
    1312.800049         5.082000      34.868000
    1338.199951         5.002000      34.866001
    1363.000000         4.918000      34.862999
    1387.500000         4.816000      34.859001
    1412.500000         4.708000      34.855000
    1437.599976         4.585000      34.849998
    1463.400024         4.419000      34.845001
    1487.699951         4.312000      34.841000
    1512.800049         4.177000      34.835999
    1537.800049         4.032000      34.828999
    1563.500000         3.920000      34.824001
    1588.000000         3.829000      34.821999
    1613.000000         3.730000      34.819000
    1637.900024         3.643000      34.814999
    1662.800049         3.564000      34.811001
    1687.699951         3.475000      34.806999
    1712.800049         3.390000      34.804001
    1738.000000         3.318000      34.800999
    1762.900024         3.226000      34.797001
    1787.800049         3.148000      34.792999
    1812.900024         3.073000      34.790001
    1837.900024         3.011000      34.786999
    1863.099976         2.958000      34.785000
    1887.800049         2.901000      34.783001
    1912.800049         2.848000      34.779999
    1938.099976         2.788000      34.777000
    1963.199951         2.743000      34.775002
    1988.599976         2.688000      34.772999
    2006.699951         2.660000      34.771999
       0.000000        30.391001      33.172001
       1.000000        30.393000      33.167999
       2.200000        30.393999      33.164001
       3.000000        30.396000      33.161999
       3.900000        30.396999      33.167999
       4.900000        30.395000      33.174000
       5.800000        30.371000      33.171001
       6.800000        30.291000      33.166000
       7.900000        30.207001      33.154999
       8.900000        30.139999      33.164001
       9.900000        30.103001      33.146000
      15.500000        30.014000      33.158001
      25.200001        29.830999      33.652000
      35.099998        29.724001      34.091999
      45.299999        29.507999      34.391998
      55.500000        29.354000      34.460999
      65.500000        28.774000      34.393002
      76.099998        27.962999      34.334999
      85.800003        26.438999      34.312000
      95.500000        24.681000      34.493999
     105.000000        22.667000      34.609001
     115.199997        20.995001      34.730000
     125.199997        19.614000      34.792999
     135.600006        18.290001      34.824001
     145.100006        17.253000      34.834999
     155.300003        16.604000      34.932999
     165.699997        15.823000      34.960999
     175.199997        15.202000      34.966999
     185.199997        14.696000      34.971001
     195.500000        14.100000      34.987000
     213.199997        13.567000      35.007999
     237.600006        13.069000      35.034000
     262.899994        12.497000      35.035999
     287.899994        12.123000      35.035999
     313.100006        11.762000      35.040001
     338.200012        11.432000      35.036999
     363.399994        11.146000      35.033001
     387.399994        10.913000      35.033001
     412.799988        10.706000      35.032001
     437.799988        10.499000      35.028999
     462.899994        10.328000      35.028000
     488.200012        10.098000      35.025002
     513.000000         9.919000      35.023998
     537.799988         9.736000      35.018002
     563.000000         9.532000      35.014999
     588.200012         9.346000      35.012001
     613.200012         9.137000      35.007000
     637.900024         8.954000      35.004002
     662.900024         8.769000      35.000000
     688.400024         8.582000      34.993999
     712.700012         8.416000      34.987999
     738.099976         8.280000      34.985001
     763.000000         8.141000      34.979000
     787.700012         7.999000      34.973999
     812.700012         7.821000      34.967999
     837.799988         7.623000      34.962002
     862.700012         7.453000      34.957001
     887.500000         7.302000      34.952000
     912.599976         7.135000      34.945999
     937.900024         6.974000      34.941002
     962.799988         6.813000      34.933998
     987.700012         6.694000      34.931000
    1012.599976         6.573000      34.925999
    1037.900024         6.437000      34.921001
    1063.099976         6.308000      34.916000
    1087.699951         6.180000      34.910000
    1112.900024         6.040000      34.903999
    1138.300049         5.938000      34.900002
    1163.300049         5.823000      34.895000
    1188.099976         5.732000      34.893002
    1213.099976         5.633000      34.889000
    1237.900024         5.543000      34.886002
    1262.800049         5.437000      34.882000
    1288.599976         5.327000      34.877998
    1313.000000         5.233000      34.874001
    1338.099976         5.129000      34.869999
    1363.000000         5.031000      34.866001
    1388.000000         4.929000      34.862000
    1413.000000         4.856000      34.860001
    1438.099976         4.755000      34.856998
    1462.900024         4.638000      34.853001
    1487.699951         4.523000      34.848000
    1512.900024         4.406000      34.844002
    1537.900024         4.296000      34.839001
    1562.599976         4.200000      34.835999
    1587.599976         4.078000      34.831001
    1612.699951         3.966000      34.826000
    1637.900024         3.848000      34.821999
    1662.699951         3.754000      34.818001
    1687.800049         3.615000      34.812000
    1712.900024         3.500000      34.807999
    1738.000000         3.403000      34.804001
    1763.099976         3.324000      34.799999
    1787.699951         3.238000      34.797001
    1812.900024         3.158000      34.792999
    1838.800049         3.080000      34.790001
    1862.800049         3.029000      34.787998
    1887.699951         2.976000      34.785999
    1912.900024         2.916000      34.783001
    1938.000000         2.862000      34.780998
    1963.099976         2.812000      34.778000
    1988.900024         2.750000      34.776001
    2002.199951         2.723000      34.775002
       0.100000        30.568001      32.967999
       1.000000        30.582001      32.987000
       2.000000        30.601000      33.009998
       2.900000        30.632000      33.023998
       4.000000        30.646000      33.028000
       4.800000        30.650000      33.028000
       6.000000        30.649000      33.034000
       7.200000        30.645000      33.039001
       8.100000        30.632000      33.042000
       8.800000        30.625000      33.037998
       9.600000        30.617001      33.040001
      15.100000        30.434999      33.025002
      25.299999        29.801001      33.055000
      35.700001        29.448000      33.360001
      45.599998        29.162001      33.693001
      55.299999        28.832001      33.785999
      65.500000        28.565001      33.922001
      75.300003        28.436001      34.108002
      85.300003        28.201000      34.264999
      95.400002        26.930000      34.396000
     105.000000        25.003000      34.637001
     115.500000        23.049999      34.686001
     125.199997        21.382000      34.748001
     135.600006        20.049000      34.827000
     145.199997        18.992001      34.868000
     155.600006        18.266001      34.929001
     165.600006        17.468000      34.923000
     175.500000        16.500000      34.937000
     185.399994        15.955000      34.939999
     195.600006        15.560000      34.950001
     211.899994        14.778000      34.963001
     237.600006        13.644000      34.983002
     263.000000        12.715000      35.007999
     287.600006        12.300000      35.016998
     312.899994        11.858000      35.028999
     337.899994        11.357000      35.035000
     363.000000        11.105000      35.035999
     387.700012        10.885000      35.032001
     413.200012        10.706000      35.034000
     438.500000        10.529000      35.032001
     462.299988        10.320000      35.027000
     487.600006        10.126000      35.025002
     512.900024         9.899000      35.021000
     537.900024         9.675000      35.018002
     562.700012         9.501000      35.014000
     587.500000         9.383000      35.013000
     612.900024         9.209000      35.008999
     638.000000         9.026000      35.002998
     663.000000         8.906000      35.000000
     687.900024         8.777000      34.999001
     712.700012         8.629000      34.994999
     737.599976         8.463000      34.991001
     763.400024         8.288000      34.985001
     787.500000         8.111000      34.978001
     812.599976         7.941000      34.971001
     837.700012         7.829000      34.966999
     862.900024         7.625000      34.959999
     887.900024         7.490000      34.957001
     912.500000         7.374000      34.952999
     937.799988         7.225000      34.948002
     963.099976         7.068000      34.942001
     988.099976         6.905000      34.937000
    1012.900024         6.744000      34.931999
    1038.199951         6.562000      34.924999
    1062.599976         6.408000      34.919998
    1087.900024         6.275000      34.914001
    1113.000000         6.173000      34.909000
    1138.099976         6.059000      34.903999
    1163.000000         5.938000      34.900002
    1187.900024         5.799000      34.896000
    1213.099976         5.687000      34.890999
    1238.099976         5.598000      34.888000
    1262.800049         5.498000      34.883999
    1287.599976         5.387000      34.880001
    1312.599976         5.297000      34.876999
    1337.599976         5.206000      34.873001
    1362.699951         5.083000      34.868000
    1388.400024         4.967000      34.863998
    1412.900024         4.882000      34.860001
    1438.000000         4.797000      34.856998
    1463.199951         4.696000      34.854000
    1488.000000         4.595000      34.849998
    1512.800049         4.491000      34.846001
    1537.800049         4.363000      34.841999
    1562.699951         4.239000      34.837002
    1587.699951         4.114000      34.832001
    1612.599976         3.980000      34.827000
    1637.900024         3.825000      34.820999
    1662.599976         3.702000      34.816002
    1688.400024         3.587000      34.811001
    1712.800049         3.509000      34.807999
    1737.599976         3.413000      34.804001
    1762.599976         3.325000      34.799999
    1787.699951         3.249000      34.797001
    1812.900024         3.177000      34.793999
    1837.900024         3.106000      34.791000
    1862.900024         3.031000      34.787998
    1887.900024         2.952000      34.784000
    1912.699951         2.894000      34.782001
    1937.900024         2.823000      34.778999
    1965.599976         2.760000      34.776001
            NaN              NaN            NaN
            NaN              NaN            NaN
       0.100000        31.410999      33.143002
       0.800000        31.409000      33.112000
       1.700000        31.393999      33.042000
       2.600000        31.159000      33.148998
       3.600000        31.105000      33.179001
       4.900000        31.076000      33.195999
       6.400000        31.052999      33.201000
       7.500000        31.040001      33.199001
       8.500000        31.028000      33.199001
       9.500000        31.018000      33.198002
      15.800000        30.802999      33.132999
      25.600000        30.229000      33.069000
      35.799999        29.708000      33.223999
      45.799999        28.752001      33.203999
      55.099998        28.371000      33.305000
      65.099998        28.357000      33.535000
      75.199997        28.372000      33.861000
      85.699997        28.025000      34.112000
      95.800003        27.179001      34.403999
     105.300003        25.264999      34.610001
     115.699997        23.186001      34.699001
     126.199997        21.790001      34.738998
     135.100006        20.771999      34.771999
     145.699997        19.480000      34.789001
     155.399994        18.559999      34.814999
     165.399994        17.479000      34.849998
     175.800003        16.451000      34.881001
     185.300003        15.468000      34.921001
     195.199997        14.795000      34.944000
     213.300003        13.985000      34.970001
     238.199997        13.161000      34.992001
     263.100006        12.483000      35.007999
     288.000000        12.003000      35.023998
     313.200012        11.620000      35.030998
     337.700012        11.373000      35.030998
     362.799988        11.092000      35.034000
     388.100006        10.839000      35.035999
     412.700012        10.595000      35.033001
     437.600006        10.392000      35.033001
     462.799988        10.214000      35.030998
     487.700012        10.062000      35.028999
     512.599976         9.919000      35.027000
     537.599976         9.756000      35.021999
     563.599976         9.545000      35.016998
     587.900024         9.364000      35.013000
     612.900024         9.202000      35.008999
     637.799988         8.995000      35.004002
     662.500000         8.823000      34.999001
     687.400024         8.661000      34.994999
     712.500000         8.494000      34.988998
     737.799988         8.320000      34.983002
     762.700012         8.191000      34.980000
     787.799988         8.019000      34.973999
     813.299988         7.851000      34.967999
     838.099976         7.701000      34.962002
     862.799988         7.573000      34.957001
     887.599976         7.395000      34.952000
     913.200012         7.242000      34.946999
     938.000000         7.069000      34.942001
     962.599976         6.901000      34.937000
     987.799988         6.765000      34.931999
    1013.099976         6.630000      34.928001
    1038.000000         6.514000      34.924000
    1062.900024         6.380000      34.918999
    1088.000000         6.260000      34.912998
    1112.900024         6.134000      34.907001
    1137.599976         6.016000      34.903000
    1162.800049         5.909000      34.898998
    1188.000000         5.806000      34.895000
    1213.699951         5.704000      34.890999
    1238.000000         5.593000      34.886002
    1263.199951         5.499000      34.882999
    1287.900024         5.432000      34.881001
    1312.800049         5.352000      34.879002
    1338.199951         5.273000      34.875999
    1363.000000         5.173000      34.872002
    1387.800049         5.055000      34.867001
    1413.000000         4.941000      34.862999
    1438.000000         4.834000      34.859001
    1462.699951         4.683000      34.853001
    1487.699951         4.545000      34.848000
    1513.099976         4.419000      34.844002
    1537.699951         4.316000      34.840000
    1562.400024         4.208000      34.835999
    1587.400024         4.072000      34.830002
    1612.900024         3.960000      34.826000
    1638.000000         3.837000      34.820999
    1662.800049         3.720000      34.816002
    1687.599976         3.606000      34.811001
    1712.900024         3.504000      34.806999
    1738.000000         3.410000      34.803001
    1762.500000         3.308000      34.799000
    1787.800049         3.227000      34.796001
    1812.400024         3.156000      34.792999
    1837.599976         3.081000      34.790001
    1863.000000         3.018000      34.786999
    1887.900024         2.968000      34.785000
    1912.900024         2.908000      34.782001
    1938.199951         2.853000      34.779999
    1962.800049         2.809000      34.778000
    1988.400024         2.762000      34.776001
    2006.699951         2.728000      34.775002
            NaN              NaN            NaN
       0.200000        30.709000      32.734001
       0.900000        30.701000      32.741001
       2.100000        30.708000      32.737999
       3.100000        30.708000      32.738998
       4.100000        30.707001      32.738998
       5.000000        30.711000      32.738998
       5.900000        30.709999      32.738998
       7.000000        30.712000      32.740002
       7.700000        30.712999      32.740002
       8.900000        30.711000      32.740002
      10.000000        30.712999      32.738998
      15.500000        30.712999      32.747002
      25.400000        30.223000      32.860001
      35.000000        29.565001      33.189999
      45.900002        28.882000      33.270000
      55.000000        28.580999      33.453999
      65.400002        28.455000      33.835999
      76.099998        28.325001      34.006001
      84.900002        27.309000      34.216999
      95.500000        25.951000      34.523998
     105.400002        24.209000      34.445000
     115.400002        22.947001      34.547001
     125.400002        22.136000      34.644001
     135.300003        20.815001      34.620998
     145.500000        19.860001      34.706001
     155.399994        18.882999      34.763000
     165.600006        17.919001      34.797001
     175.800003        16.569000      34.846001
     185.100006        14.774000      34.912998
     195.000000        13.548000      34.960999
     212.699997        12.799000      34.987999
     237.399994        12.186000      35.007000
     262.799988        11.664000      35.019001
     287.799988        11.441000      35.023998
     312.700012        11.236000      35.027000
     338.500000        11.068000      35.028000
     362.600006        10.904000      35.029999
     387.700012        10.726000      35.029999
     412.899994        10.596000      35.032001
     437.600006        10.385000      35.029999
     462.799988        10.215000      35.030998
     487.899994        10.042000      35.023998
     512.700012         9.883000      35.021000
     537.700012         9.693000      35.015999
     562.700012         9.503000      35.014999
     587.799988         9.335000      35.012001
     612.799988         9.119000      35.005001
     637.799988         8.949000      35.000999
     662.700012         8.755000      34.995998
     687.700012         8.594000      34.992001
     712.799988         8.441000      34.987999
     737.700012         8.268000      34.981998
     762.700012         8.105000      34.976002
     787.599976         7.991000      34.973999
     812.900024         7.877000      34.969002
     837.900024         7.743000      34.963001
     863.000000         7.595000      34.958000
     888.099976         7.432000      34.953999
     913.500000         7.265000      34.948002
     937.599976         7.122000      34.944000
     963.000000         6.986000      34.939999
     987.900024         6.869000      34.937000
    1012.799988         6.744000      34.931999
    1038.099976         6.597000      34.926998
    1063.199951         6.485000      34.923000
    1088.000000         6.360000      34.917000
    1112.900024         6.252000      34.912998
    1137.699951         6.135000      34.907001
    1162.500000         6.013000      34.903000
    1187.800049         5.888000      34.897999
    1212.900024         5.763000      34.894001
    1237.599976         5.675000      34.890999
    1262.900024         5.582000      34.887001
    1287.599976         5.487000      34.882999
    1312.800049         5.403000      34.880001
    1338.000000         5.323000      34.876999
    1363.099976         5.216000      34.873001
    1387.800049         5.106000      34.868999
    1412.800049         5.031000      34.867001
    1437.800049         4.940000      34.863998
    1462.900024         4.825000      34.859001
    1488.099976         4.730000      34.855999
    1513.000000         4.627000      34.852001
    1537.800049         4.498000      34.847000
    1562.500000         4.369000      34.841999
    1587.699951         4.261000      34.838001
    1612.599976         4.157000      34.834000
    1637.500000         4.044000      34.828999
    1663.000000         3.933000      34.825001
    1688.099976         3.824000      34.820000
    1712.699951         3.717000      34.816002
    1737.500000         3.629000      34.812000
    1762.900024         3.531000      34.807999
    1787.900024         3.428000      34.804001
    1812.900024         3.341000      34.799999
    1838.300049         3.256000      34.797001
    1863.400024         3.178000      34.793999
    1888.199951         3.103000      34.790001
    1912.800049         3.047000      34.787998
    1938.099976         2.991000      34.785999
    1962.800049         2.928000      34.783001
    1982.000000         2.877000      34.780998
            NaN              NaN            NaN
       0.200000        29.841000      33.132000
       1.100000        29.841000      33.132000
       2.000000        29.841000      33.132999
       2.900000        29.841999      33.131001
       3.900000        29.841000      33.132999
       4.700000        29.841000      33.133999
       5.800000        29.841000      33.133999
       6.800000        29.840000      33.133999
       7.600000        29.843000      33.133999
       9.000000        29.841999      33.133999
      10.300000        29.844000      33.133999
      15.300000        29.846001      33.133999
      25.400000        29.850000      33.133999
      35.599998        29.847000      33.133999
      45.299999        29.577999      33.192001
      55.299999        28.945999      33.776001
      65.500000        28.523001      33.942001
      75.500000        27.270000      34.205002
      85.599998        26.191000      34.379002
      95.500000        24.437000      34.597000
     105.300003        22.768000      34.757000
     115.300003        21.827000      34.789001
     125.199997        21.007999      34.814999
     135.199997        19.827999      34.805000
     145.899994        18.573999      34.824001
     155.699997        17.037001      34.862999
     165.100006        16.087000      34.895000
     175.000000        15.458000      34.915001
     185.300003        15.069000      34.935001
     195.500000        14.672000      34.946999
     213.300003        13.634000      34.973000
     238.000000        12.789000      34.999001
     262.799988        12.167000      35.008999
     287.799988        11.789000      35.019001
     313.000000        11.492000      35.022999
     337.600006        11.251000      35.026001
     362.600006        11.042000      35.027000
     388.299988        10.784000      35.027000
     413.000000        10.567000      35.027000
     437.600006        10.361000      35.025002
     462.799988        10.167000      35.021000
     488.299988         9.982000      35.019001
     512.900024         9.811000      35.018002
     537.900024         9.648000      35.015999
     562.700012         9.504000      35.014999
     588.000000         9.331000      35.009998
     613.299988         9.152000      35.002998
     638.400024         8.963000      34.998001
     662.500000         8.816000      34.995998
     687.700012         8.684000      34.991001
     712.700012         8.574000      34.987999
     737.799988         8.441000      34.986000
     762.900024         8.294000      34.980999
     787.799988         8.145000      34.976002
     812.799988         7.993000      34.972000
     837.900024         7.835000      34.966000
     863.099976         7.683000      34.962002
     887.799988         7.532000      34.956001
     913.000000         7.374000      34.952000
     938.000000         7.209000      34.948002
     962.700012         7.041000      34.942001
     988.099976         6.868000      34.936001
    1013.400024         6.730000      34.931000
    1037.400024         6.609000      34.928001
    1062.699951         6.496000      34.923000
    1087.900024         6.371000      34.917999
    1112.800049         6.251000      34.912998
    1137.699951         6.133000      34.908001
    1162.500000         6.001000      34.903000
    1187.900024         5.872000      34.897999
    1213.099976         5.760000      34.894001
    1237.699951         5.666000      34.889999
    1262.800049         5.566000      34.887001
    1288.099976         5.462000      34.882999
    1313.699951         5.374000      34.879002
    1337.900024         5.278000      34.875999
    1362.900024         5.184000      34.872002
    1387.400024         5.111000      34.868999
    1412.599976         5.032000      34.868000
    1437.800049         4.943000      34.863998
    1462.800049         4.847000      34.860001
    1487.699951         4.714000      34.855999
    1513.099976         4.601000      34.851002
    1537.800049         4.494000      34.847000
    1562.500000         4.383000      34.842999
    1588.000000         4.258000      34.838001
    1612.500000         4.161000      34.834000
    1637.900024         4.053000      34.828999
    1663.099976         3.943000      34.825001
    1688.099976         3.840000      34.820999
    1712.900024         3.727000      34.816002
    1737.699951         3.630000      34.812000
    1763.000000         3.525000      34.807999
    1788.099976         3.422000      34.804001
    1813.099976         3.326000      34.799999
    1838.099976         3.254000      34.797001
    1862.900024         3.184000      34.793999
    1887.699951         3.112000      34.791000
    1913.599976         3.039000      34.787998
    1938.099976         2.981000      34.785000
    1962.800049         2.922000      34.783001
    1987.599976         2.861000      34.779999
    2008.800049         2.818000      34.778000
       0.200000        30.063000      33.053001
       0.900000        30.063000      33.055000
       1.800000        30.063000      33.057999
       2.700000        30.070999      33.053001
       3.600000        30.069000      33.056000
       4.600000        30.077999      33.051998
       5.500000        30.077000      33.051998
       6.900000        30.076000      33.050999
       8.400000        30.077000      33.049999
       9.300000        30.075001      33.051998
      10.200000        30.077999      33.051998
      15.400000        30.077000      33.051998
      25.000000        30.052999      33.071999
      35.500000        30.025999      33.216999
      44.799999        29.771000      33.592999
      55.299999        29.353001      34.040001
      65.599998        28.922001      34.117001
      75.199997        28.247000      34.264999
      85.500000        27.415001      34.452999
      95.300003        26.049000      34.617001
     105.599998        23.912001      34.623001
     114.900002        22.724001      34.659000
     125.099998        20.973000      34.804001
     135.300003        19.924000      34.894001
     145.500000        18.995001      34.886002
     155.500000        17.625999      34.900002
     165.500000        16.347000      34.896999
     175.300003        15.359000      34.908001
     185.399994        14.478000      34.937000
     195.500000        13.876000      34.959000
     212.399994        13.190000      34.973000
     237.600006        12.628000      34.987999
     262.799988        12.358000      34.997002
     287.799988        12.124000      35.004002
     312.500000        11.919000      35.011002
     338.000000        11.712000      35.016998
     363.299988        11.444000      35.022999
     388.000000        11.187000      35.028000
     413.299988        10.885000      35.028999
     437.899994        10.638000      35.028000
     463.200012        10.421000      35.027000
     488.299988        10.208000      35.025002
     512.900024         9.987000      35.021000
     537.900024         9.759000      35.016998
     563.000000         9.566000      35.013000
     588.099976         9.407000      35.009998
     612.799988         9.227000      35.004002
     637.599976         9.033000      34.999001
     663.000000         8.863000      34.994999
     687.599976         8.744000      34.992001
     712.900024         8.607000      34.988998
     738.000000         8.467000      34.984001
     762.700012         8.312000      34.980000
     787.599976         8.172000      34.974998
     812.799988         8.052000      34.973000
     838.000000         7.896000      34.970001
     863.200012         7.722000      34.963001
     888.000000         7.580000      34.958000
     912.900024         7.404000      34.952000
     938.099976         7.255000      34.949001
     962.799988         7.096000      34.942001
     987.599976         6.974000      34.938000
    1013.700012         6.831000      34.932999
    1037.800049         6.700000      34.929001
    1062.699951         6.578000      34.924000
    1087.900024         6.463000      34.919998
    1112.699951         6.338000      34.914001
    1137.699951         6.222000      34.910000
    1162.900024         6.131000      34.907001
    1187.699951         6.012000      34.902000
    1212.800049         5.904000      34.897999
    1237.800049         5.786000      34.894001
    1262.500000         5.670000      34.889000
    1287.500000         5.559000      34.884998
    1312.699951         5.431000      34.880001
    1337.800049         5.318000      34.876999
    1363.000000         5.223000      34.873001
    1388.099976         5.116000      34.868999
    1412.900024         5.037000      34.867001
    1437.699951         4.969000      34.865002
    1462.900024         4.892000      34.862000
    1488.000000         4.784000      34.858002
    1512.800049         4.674000      34.854000
    1537.699951         4.582000      34.849998
    1562.699951         4.468000      34.846001
    1587.900024         4.320000      34.840000
    1612.900024         4.184000      34.834999
    1637.699951         4.065000      34.830002
    1662.599976         3.938000      34.825001
    1687.599976         3.827000      34.820000
    1712.599976         3.720000      34.816002
    1737.900024         3.633000      34.812000
    1762.900024         3.555000      34.808998
    1787.599976         3.457000      34.805000
    1812.599976         3.371000      34.801998
    1837.599976         3.299000      34.799000
    1862.900024         3.217000      34.794998
    1888.000000         3.127000      34.791000
    1912.500000         3.035000      34.786999
    1938.199951         2.964000      34.784000
    1962.800049         2.898000      34.782001
    1987.699951         2.828000      34.778999
    2012.099976         2.780000      34.777000
       0.300000        29.775999      32.855999
       1.200000        29.775999      32.854000
       2.000000        29.774000      32.855999
       3.200000        29.775999      32.856998
       4.000000        29.775000      32.856998
       4.900000        29.775000      32.856998
       6.000000        29.778000      32.856998
       7.100000        29.778999      32.856998
       8.000000        29.778999      32.858002
       8.800000        29.780001      32.856998
       9.700000        29.782000      32.858002
      15.100000        29.781000      32.856998
      25.400000        29.785000      32.858002
      35.900002        29.768999      32.909000
      45.299999        29.392000      33.931999
      55.400002        28.962999      34.102001
      65.500000        28.502001      34.300999
      75.800003        27.422001      34.507999
      85.699997        25.409000      34.666000
      95.099998        23.673000      34.636002
     105.099998        22.139000      34.630001
     115.500000        21.010000      34.674999
     125.500000        19.781000      34.775002
     135.500000        18.728001      34.841999
     145.699997        17.732000      34.890999
     155.199997        17.162001      34.907001
     164.899994        16.406000      34.909000
     175.399994        15.714000      34.926998
     185.699997        15.040000      34.935001
     195.600006        14.386000      34.951000
     213.300003        13.431000      34.980000
     237.600006        12.631000      34.993999
     263.000000        12.284000      35.000999
     287.600006        12.046000      35.007999
     312.799988        11.830000      35.015999
     338.399994        11.562000      35.023998
     362.899994        11.300000      35.027000
     388.600006        11.019000      35.028000
     413.000000        10.774000      35.028999
     438.200012        10.562000      35.028999
     462.799988        10.360000      35.027000
     487.600006        10.151000      35.023998
     512.900024         9.979000      35.021000
     537.900024         9.806000      35.020000
     563.099976         9.631000      35.015999
     588.000000         9.454000      35.011002
     612.700012         9.245000      35.004002
     637.900024         9.075000      35.000000
     662.799988         8.865000      34.994999
     687.500000         8.684000      34.990002
     712.599976         8.543000      34.987000
     737.700012         8.367000      34.980999
     763.000000         8.237000      34.978001
     788.200012         8.085000      34.973000
     812.900024         7.941000      34.970001
