 Pressure(dbar)  Temperature(°C)  Salinity(PSU)
     837.799988         7.814000      34.966999
     863.000000         7.652000      34.959999
     887.700012         7.473000      34.955002
     912.700012         7.270000      34.948002
     937.900024         7.120000      34.943001
     963.099976         6.955000      34.938000
     988.000000         6.816000      34.932999
    1013.400024         6.676000      34.928001
    1037.500000         6.554000      34.924000
    1062.699951         6.434000      34.919998
    1087.800049         6.332000      34.917000
    1112.500000         6.228000      34.912998
    1137.599976         6.088000      34.907001
    1162.699951         5.974000      34.902000
    1188.000000         5.873000      34.896999
    1213.199951         5.776000      34.894001
    1237.800049         5.687000      34.889999
    1262.699951         5.589000      34.886002
    1287.800049         5.499000      34.883999
    1313.099976         5.409000      34.880001
    1338.300049         5.322000      34.876999
    1363.400024         5.209000      34.873001
    1387.599976         5.097000      34.868999
    1412.699951         5.004000      34.865002
    1437.699951         4.913000      34.862000
    1462.800049         4.792000      34.858002
    1488.300049         4.678000      34.854000
    1513.000000         4.603000      34.851002
    1537.800049         4.480000      34.846001
    1562.800049         4.377000      34.841999
    1587.400024         4.271000      34.838001
    1612.900024         4.163000      34.834000
    1638.000000         4.031000      34.828999
    1663.599976         3.933000      34.825001
    1687.900024         3.840000      34.820999
    1712.699951         3.710000      34.816002
    1737.699951         3.615000      34.812000
    1762.800049         3.517000      34.807999
    1788.000000         3.422000      34.804001
    1813.199951         3.330000      34.799999
    1838.000000         3.264000      34.797001
    1862.800049         3.185000      34.793999
    1888.000000         3.105000      34.790001
    1913.300049         3.042000      34.787998
    1938.000000         2.978000      34.785000
    1965.599976         2.887000      34.780998
            NaN              NaN            NaN
            NaN              NaN            NaN
       0.300000        29.639000      33.188000
       1.300000        29.639999      33.188999
       2.200000        29.639000      33.188000
       3.100000        29.639000      33.188000
       4.000000        29.638000      33.188999
       5.000000        29.639999      33.189999
       6.000000        29.639999      33.189999
       6.900000        29.639999      33.188999
       7.600000        29.639999      33.188999
       8.900000        29.641001      33.188999
      10.400000        29.643000      33.188999
      15.800000        29.643000      33.193001
      25.500000        29.625000      33.266998
      35.099998        29.618000      33.306999
      45.700001        29.565001      33.358002
      55.200001        28.987000      33.997002
      65.300003        28.516001      34.134998
      75.800003        27.934999      34.328999
      85.900002        26.733000      34.488998
      95.300003        24.820000      34.653000
     105.800003        22.575001      34.636002
     115.099998        21.127001      34.782001
     125.500000        20.014999      34.825001
     135.600006        18.986000      34.852001
     145.199997        18.080999      34.907001
     155.500000        17.259001      34.933998
     165.500000        16.250999      34.923000
     175.699997        15.361000      34.929001
     185.399994        14.558000      34.951000
     195.199997        14.026000      34.973999
     212.600006        13.483000      34.993000
     238.000000        12.654000      35.018002
     262.799988        12.085000      35.026001
     287.600006        11.779000      35.028000
     312.899994        11.503000      35.028999
     338.299988        11.184000      35.028000
     363.000000        10.956000      35.028999
     388.299988        10.741000      35.028999
     412.899994        10.523000      35.028000
     437.799988        10.306000      35.026001
     462.899994        10.071000      35.022999
     488.000000         9.875000      35.020000
     513.200012         9.703000      35.015999
     538.000000         9.518000      35.013000
     562.500000         9.320000      35.007999
     587.700012         9.145000      35.001999
     612.700012         8.998000      34.999001
     637.799988         8.838000      34.993999
     663.799988         8.654000      34.990002
     688.099976         8.496000      34.986000
     712.900024         8.337000      34.980999
     737.900024         8.178000      34.976002
     763.099976         8.040000      34.971001
     788.200012         7.890000      34.966999
     812.799988         7.753000      34.964001
     837.700012         7.620000      34.960999
     862.799988         7.471000      34.955002
     888.000000         7.361000      34.952999
     913.200012         7.216000      34.946999
     938.000000         7.069000      34.941002
     962.799988         6.894000      34.935001
     987.900024         6.768000      34.931000
    1012.400024         6.631000      34.926998
    1037.800049         6.500000      34.922001
    1063.000000         6.416000      34.918999
    1087.699951         6.308000      34.915001
    1112.800049         6.191000      34.910000
    1138.099976         6.066000      34.904999
    1163.099976         5.962000      34.901001
    1188.099976         5.858000      34.896999
    1213.500000         5.752000      34.893002
    1237.599976         5.656000      34.889000
    1262.699951         5.579000      34.886002
    1287.800049         5.481000      34.882999
    1312.800049         5.375000      34.879002
    1337.900024         5.277000      34.875000
    1363.000000         5.174000      34.872002
    1387.900024         5.059000      34.867001
    1412.599976         4.959000      34.862999
    1437.699951         4.892000      34.861000
    1462.900024         4.785000      34.856998
    1488.099976         4.697000      34.854000
    1512.800049         4.598000      34.849998
    1538.000000         4.466000      34.845001
    1562.900024         4.327000      34.840000
    1588.300049         4.226000      34.835999
    1612.800049         4.121000      34.832001
    1637.599976         4.014000      34.827999
    1662.500000         3.880000      34.821999
    1687.599976         3.765000      34.818001
    1712.699951         3.677000      34.813999
    1737.599976         3.560000      34.810001
    1762.699951         3.457000      34.805000
    1787.800049         3.373000      34.801998
    1812.900024         3.310000      34.799000
    1837.800049         3.238000      34.796001
    1862.900024         3.165000      34.792999
    1888.099976         3.097000      34.790001
    1913.900024         3.032000      34.786999
    1938.000000         2.976000      34.785000
    1962.599976         2.911000      34.782001
    1987.800049         2.859000      34.779999
    2008.000000         2.822000      34.778000
       0.300000        29.580999      32.895000
       0.800000        29.580999      32.895000
       1.900000        29.582001      32.894001
       2.900000        29.579000      32.896999
       3.700000        29.582001      32.896000
       4.900000        29.580999      32.896000
       6.200000        29.583000      32.896000
       7.100000        29.586000      32.896000
       8.000000        29.584999      32.896000
       8.900000        29.586000      32.896000
       9.900000        29.586000      32.896000
      15.400000        29.586000      32.896000
      24.900000        29.586000      32.896000
      35.500000        29.577000      32.928001
      45.900002        29.587999      33.049000
      55.599998        29.099001      33.319000
      65.199997        27.992001      33.742001
      75.599998        26.746000      34.129002
      84.900002        25.334999      34.460999
      95.400002        23.957001      34.594002
     105.000000        22.694000      34.681000
     115.400002        21.641001      34.729000
     125.900002        20.305000      34.761002
     135.500000        18.847000      34.757999
     145.800003        17.355000      34.827999
     155.300003        16.379000      34.870998
     165.600006        15.298000      34.893002
     175.100006        14.581000      34.928001
     185.399994        13.917000      34.952999
     195.399994        13.432000      34.973000
     213.699997        12.850000      34.998001
     237.600006        12.206000      35.018002
     263.100006        11.827000      35.026001
     287.899994        11.532000      35.029999
     312.600006        11.204000      35.028999
     337.799988        10.921000      35.027000
     362.799988        10.663000      35.026001
     387.600006        10.473000      35.027000
     412.899994        10.312000      35.025002
     438.200012        10.135000      35.025002
     463.100006         9.952000      35.022999
     487.899994         9.739000      35.019001
     512.700012         9.547000      35.014999
     537.500000         9.374000      35.011002
     562.799988         9.214000      35.006001
     588.099976         9.048000      35.000999
     613.099976         8.885000      34.995998
     637.900024         8.717000      34.992001
     662.799988         8.574000      34.988998
     688.000000         8.444000      34.985001
     713.700012         8.294000      34.980000
     737.799988         8.136000      34.974998
     763.000000         7.976000      34.970001
     787.900024         7.831000      34.966999
     812.799988         7.653000      34.958000
     837.900024         7.518000      34.953999
     862.599976         7.373000      34.949001
     888.000000         7.232000      34.945999
     913.000000         7.132000      34.945000
     937.500000         7.007000      34.939999
     962.799988         6.869000      34.935001
     988.900024         6.736000      34.930000
    1012.799988         6.617000      34.925999
    1037.800049         6.504000      34.921001
    1063.000000         6.405000      34.917999
    1087.800049         6.297000      34.912998
    1112.900024         6.199000      34.910000
    1137.900024         6.094000      34.907001
    1162.699951         5.999000      34.903999
    1188.000000         5.885000      34.898998
    1213.000000         5.764000      34.894001
    1237.699951         5.625000      34.888000
    1262.599976         5.527000      34.884998
    1287.800049         5.426000      34.881001
    1312.599976         5.304000      34.875999
    1337.400024         5.191000      34.872002
    1362.599976         5.098000      34.868999
    1388.000000         4.993000      34.865002
    1413.099976         4.912000      34.862000
    1437.900024         4.823000      34.858002
    1463.000000         4.715000      34.854000
    1488.199951         4.595000      34.849998
    1513.099976         4.471000      34.846001
    1538.099976         4.354000      34.841000
    1563.099976         4.268000      34.839001
    1587.699951         4.151000      34.834000
    1612.300049         4.036000      34.830002
    1638.400024         3.914000      34.825001
    1663.099976         3.841000      34.820999
    1688.099976         3.738000      34.817001
    1713.099976         3.600000      34.812000
    1738.199951         3.498000      34.807999
    1762.900024         3.406000      34.804001
    1787.800049         3.327000      34.799999
    1813.099976         3.238000      34.796001
    1837.699951         3.164000      34.792999
    1863.400024         3.069000      34.789001
    1888.000000         2.995000      34.785999
    1912.900024         2.937000      34.783001
    1937.800049         2.879000      34.780998
    1961.300049         2.851000      34.779999
            NaN              NaN            NaN
            NaN              NaN            NaN
       0.200000        29.646000      32.916000
       0.900000        29.646000      32.917000
       1.800000        29.648001      32.916000
       2.900000        29.650000      32.915001
       4.100000        29.652000      32.915001
       4.900000        29.652000      32.915001
       5.800000        29.653000      32.915001
       6.700000        29.650999      32.916000
       7.900000        29.652000      32.914001
       9.300000        29.650999      32.915001
      10.400000        29.653000      32.914001
      15.600000        29.653999      32.915001
      25.799999        29.663000      32.924999
      35.400002        29.691000      32.990002
      45.099998        29.701000      33.122002
      55.099998        29.461000      33.778999
      65.400002        29.041000      34.181000
      75.099998        28.076000      34.433998
      85.500000        26.266001      34.419998
      95.599998        24.426001      34.625000
     105.400002        22.667999      34.698002
     115.800003        21.200001      34.708000
     125.099998        19.775999      34.758999
     135.199997        18.596001      34.778999
     146.100006        17.201000      34.817001
     155.699997        16.389999      34.859001
     165.500000        15.553000      34.883999
     175.500000        14.859000      34.910999
     185.500000        14.504000      34.931000
     195.000000        14.038000      34.945999
     212.699997        13.325000      34.983002
     237.699997        12.531000      35.005001
     263.000000        11.944000      35.018002
     288.100006        11.592000      35.026001
     312.600006        11.310000      35.028000
     338.500000        11.059000      35.029999
     362.899994        10.825000      35.030998
     388.000000        10.596000      35.032001
     412.899994        10.401000      35.029999
     437.700012        10.241000      35.028000
     462.899994        10.085000      35.026001
     488.000000         9.898000      35.021999
     513.099976         9.702000      35.016998
     538.000000         9.492000      35.012001
     562.799988         9.328000      35.009998
     587.500000         9.161000      35.005001
     612.799988         8.974000      34.999001
     638.000000         8.782000      34.993000
     662.900024         8.616000      34.990002
     687.599976         8.456000      34.984001
     712.700012         8.346000      34.980999
     738.000000         8.210000      34.977001
     763.099976         8.046000      34.972000
     788.200012         7.897000      34.966999
     812.799988         7.755000      34.963001
     837.700012         7.610000      34.957001
     863.200012         7.469000      34.952000
     887.900024         7.329000      34.949001
     912.400024         7.189000      34.945999
     938.200012         7.017000      34.939999
     962.799988         6.864000      34.936001
     987.599976         6.718000      34.930000
    1012.500000         6.566000      34.924000
    1037.599976         6.431000      34.918999
    1062.900024         6.291000      34.912998
    1088.199951         6.189000      34.910999
    1113.099976         6.099000      34.907001
    1137.900024         5.976000      34.902000
    1162.500000         5.872000      34.897999
    1187.500000         5.768000      34.894001
    1212.900024         5.677000      34.889999
    1238.400024         5.563000      34.886002
    1263.500000         5.467000      34.882000
    1287.699951         5.390000      34.879002
    1312.400024         5.311000      34.875999
    1337.400024         5.224000      34.873001
    1362.599976         5.130000      34.868999
    1387.699951         5.040000      34.867001
    1413.000000         4.954000      34.863998
    1438.199951         4.852000      34.860001
    1463.199951         4.744000      34.855999
    1488.000000         4.659000      34.853001
    1513.000000         4.583000      34.849998
    1538.900024         4.484000      34.846001
    1562.900024         4.395000      34.842999
    1587.800049         4.263000      34.838001
    1612.900024         4.149000      34.833000
    1637.599976         4.060000      34.830002
    1662.599976         3.966000      34.826000
    1687.699951         3.859000      34.821999
    1712.800049         3.716000      34.816002
    1738.000000         3.610000      34.812000
    1763.099976         3.520000      34.808998
    1788.099976         3.436000      34.805000
    1812.900024         3.356000      34.800999
    1837.599976         3.266000      34.798000
    1862.800049         3.187000      34.793999
    1887.900024         3.106000      34.791000
    1912.900024         3.039000      34.787998
    1937.800049         2.979000      34.785000
    1963.000000         2.900000      34.782001
    1983.900024         2.853000      34.779999
            NaN              NaN            NaN
       0.200000        29.285000      33.028000
       0.900000        29.287001      33.027000
       1.900000        29.288000      33.026001
       3.000000        29.288000      33.026001
       4.000000        29.288000      33.026001
       5.300000        29.290001      33.027000
       6.200000        29.290001      33.027000
       7.000000        29.291000      33.026001
       7.900000        29.292000      33.026001
       8.800000        29.292999      33.026001
       9.800000        29.291000      33.027000
      15.300000        29.292000      33.027000
      25.600000        29.295000      33.027000
      35.799999        29.296000      33.027000
      45.900002        29.281000      33.030998
      55.200001        28.997999      33.639000
      65.000000        27.973000      34.325001
      75.500000        26.497000      34.335999
      85.400002        25.195999      34.488998
      95.500000        23.900999      34.542999
     105.000000        22.542000      34.640999
     115.300003        21.239000      34.702000
     125.099998        19.996000      34.756001
     135.600006        18.579000      34.816002
     145.000000        17.632999      34.841000
     155.300003        16.922001      34.867001
     165.600006        16.132000      34.901001
     175.399994        15.434000      34.926998
     184.899994        14.916000      34.938999
     195.399994        14.286000      34.950001
     212.699997        13.540000      34.983002
     237.699997        12.786000      34.994999
     263.500000        12.375000      35.009998
     289.299988        11.942000      35.021999
     312.700012        11.658000      35.027000
     337.600006        11.377000      35.030998
     362.899994        11.108000      35.032001
     388.100006        10.877000      35.032001
     413.200012        10.606000      35.028000
     438.100006        10.398000      35.026001
     462.700012        10.206000      35.023998
     487.899994         9.985000      35.021999
     513.200012         9.771000      35.016998
     538.200012         9.606000      35.013000
     564.200012         9.463000      35.011002
     588.099976         9.300000      35.006001
     613.000000         9.139000      35.001999
     638.099976         8.982000      34.998001
     662.900024         8.802000      34.993999
     687.799988         8.619000      34.988998
     713.000000         8.427000      34.983002
     737.799988         8.289000      34.979000
     762.500000         8.141000      34.974998
     787.500000         7.976000      34.971001
     812.700012         7.820000      34.965000
     838.099976         7.689000      34.960999
     862.900024         7.583000      34.959000
     888.599976         7.425000      34.953999
     912.799988         7.282000      34.950001
     937.500000         7.140000      34.945000
     962.400024         6.980000      34.939999
     987.799988         6.822000      34.933998
    1013.099976         6.655000      34.926998
    1037.699951         6.518000      34.922001
    1062.699951         6.390000      34.917000
    1088.099976         6.252000      34.912998
    1113.400024         6.121000      34.908001
    1137.800049         5.969000      34.902000
    1162.599976         5.854000      34.897999
    1188.300049         5.740000      34.893002
    1212.500000         5.655000      34.889999
    1237.900024         5.561000      34.886002
    1262.800049         5.473000      34.882000
    1287.699951         5.391000      34.880001
    1312.800049         5.291000      34.875999
    1337.699951         5.193000      34.873001
    1362.599976         5.098000      34.868999
    1387.800049         5.001000      34.865002
    1412.800049         4.885000      34.861000
    1437.500000         4.764000      34.856998
    1463.599976         4.619000      34.851002
    1487.699951         4.505000      34.847000
    1512.699951         4.371000      34.841999
    1538.099976         4.286000      34.839001
    1563.000000         4.190000      34.834999
    1588.099976         4.067000      34.830002
    1613.300049         3.967000      34.826000
    1638.199951         3.874000      34.823002
    1663.000000         3.797000      34.820000
    1687.800049         3.696000      34.816002
    1712.699951         3.598000      34.811001
    1737.900024         3.489000      34.806999
    1762.900024         3.385000      34.801998
    1788.500000         3.290000      34.798000
    1812.599976         3.191000      34.793999
    1837.900024         3.137000      34.792000
    1862.900024         3.087000      34.790001
    1887.699951         3.022000      34.786999
    1913.099976         2.978000      34.785000
    1938.300049         2.899000      34.782001
    1962.900024         2.844000      34.778999
    1988.699951         2.794000      34.777000
    2004.900024         2.768000      34.776001
       0.000000        29.969999      33.325001
       1.000000        29.972000      33.323002
       2.000000        29.972000      33.324001
       3.000000        29.974001      33.321999
       4.100000        29.973000      33.325001
       5.000000        29.972000      33.325001
       6.000000        29.973000      33.318001
       6.900000        29.962999      33.317001
       7.900000        29.950001      33.316002
       9.000000        29.945000      33.314999
      10.200000        29.955000      33.319000
      15.200000        29.782000      33.283001
      25.299999        29.643000      33.286999
      35.500000        29.577000      33.391998
      45.099998        29.283001      33.581001
      55.400002        28.895000      34.084000
      65.500000        27.694000      34.546001
      75.000000        26.539000      34.785999
      85.599998        25.577999      34.869999
      96.099998        23.877001      34.716000
     105.199997        21.921000      34.671001
     115.199997        20.479000      34.783001
     125.500000        19.556000      34.792000
     136.000000        18.688999      34.869999
     145.199997        17.921000      34.928001
     155.500000        17.049999      34.952000
     165.100006        16.221001      34.956001
     175.600006        15.475000      34.950001
     185.300003        15.001000      34.958000
     195.300003        14.519000      34.974998
     212.600006        13.838000      34.979000
     238.300003        12.929000      35.002998
     262.100006        12.372000      35.023998
     287.700012        11.926000      35.033001
     312.700012        11.624000      35.035000
     337.700012        11.370000      35.036999
     362.500000        11.059000      35.035000
     388.000000        10.788000      35.034000
     413.100006        10.559000      35.032001
     437.700012        10.344000      35.029999
     462.500000        10.147000      35.028000
     487.799988         9.987000      35.025002
     513.500000         9.833000      35.021999
     538.000000         9.681000      35.019001
     563.000000         9.489000      35.014000
     587.700012         9.274000      35.007000
     612.900024         9.086000      35.000999
     638.000000         8.916000      34.995998
     662.799988         8.786000      34.993999
     688.099976         8.660000      34.991001
     712.799988         8.524000      34.987999
     737.500000         8.378000      34.981998
     762.799988         8.191000      34.974998
     787.900024         7.988000      34.969002
     813.000000         7.831000      34.964001
     837.900024         7.726000      34.960999
     863.000000         7.620000      34.959000
     889.000000         7.503000      34.953999
     913.099976         7.390000      34.953999
     938.200012         7.255000      34.950001
     963.099976         7.093000      34.944000
     988.200012         6.948000      34.938999
    1013.200012         6.805000      34.935001
    1038.000000         6.664000      34.928001
    1063.099976         6.518000      34.922001
    1088.000000         6.368000      34.916000
    1113.099976         6.246000      34.911999
    1138.000000         6.139000      34.908001
    1162.800049         6.024000      34.903999
    1187.500000         5.923000      34.900002
    1212.500000         5.803000      34.895000
    1237.500000         5.675000      34.889999
    1262.599976         5.572000      34.886002
    1288.000000         5.451000      34.882000
    1312.800049         5.348000      34.877998
    1337.500000         5.233000      34.874001
    1362.599976         5.114000      34.869999
    1387.699951         5.006000      34.866001
    1412.900024         4.916000      34.862000
    1437.699951         4.826000      34.859001
    1462.800049         4.719000      34.855000
    1488.000000         4.617000      34.851002
    1512.699951         4.514000      34.847000
    1537.800049         4.395000      34.842999
    1562.900024         4.290000      34.839001
    1587.699951         4.179000      34.834000
    1612.699951         4.053000      34.828999
    1637.800049         3.939000      34.825001
    1663.000000         3.850000      34.820999
    1687.900024         3.696000      34.814999
    1712.900024         3.575000      34.810001
    1738.000000         3.487000      34.806000
    1762.699951         3.427000      34.804001
    1788.000000         3.347000      34.799999
    1812.900024         3.250000      34.796001
    1837.900024         3.170000      34.792999
    1862.599976         3.113000      34.791000
    1887.900024         3.070000      34.789001
    1913.199951         3.022000      34.786999
    1937.900024         2.962000      34.784000
    1962.599976         2.892000      34.780998
    1985.400024         2.839000      34.778999
            NaN              NaN            NaN
       0.300000        29.171000      33.299000
       1.100000        29.179001      33.296001
       2.100000        29.181000      33.294998
       3.000000        29.181999      33.294998
       3.800000        29.181000      33.296001
       4.900000        29.181000      33.296001
       6.400000        29.181000      33.296001
       7.300000        29.179001      33.296001
       8.300000        29.179001      33.296001
       9.200000        29.180000      33.294998
      10.300000        29.177999      33.294998
      15.700000        29.180000      33.294998
      25.299999        29.187000      33.296001
      35.299999        29.188999      33.297001
      45.799999        29.198000      33.300999
      55.599998        29.267000      33.470001
      66.000000        28.951000      33.806000
      75.099998        26.907000      34.196999
      85.599998        26.190001      34.750000
      95.900002        25.420000      34.832001
     105.199997        24.551001      34.880001
     115.400002        22.861000      34.855999
     125.800003        21.700001      34.902000
     135.399994        20.931999      34.935001
     145.399994        19.893000      34.868999
     155.100006        19.017000      34.862000
     165.300003        18.218000      34.881001
     175.800003        17.221001      34.901001
     185.300003        16.461000      34.938000
     195.399994        15.674000      34.946999
     212.699997        14.658000      34.966000
     237.199997        13.699000      34.993000
     263.000000        12.947000      35.011002
     287.899994        12.429000      35.028999
     312.700012        11.916000      35.036999
     337.500000        11.532000      35.035000
     363.600006        11.284000      35.035000
     388.000000        11.089000      35.035000
     413.000000        10.864000      35.033001
     438.100006        10.635000      35.032001
     462.899994        10.401000      35.032001
     487.600006        10.217000      35.028999
     512.799988         9.973000      35.023998
     537.799988         9.761000      35.020000
     562.400024         9.594000      35.018002
     587.500000         9.379000      35.012001
     613.299988         9.137000      35.006001
     638.000000         8.933000      34.998001
     662.599976         8.773000      34.993000
     687.799988         8.632000      34.990002
     713.099976         8.477000      34.985001
     738.299988         8.303000      34.980000
     763.099976         8.147000      34.974998
     787.799988         8.020000      34.970001
     812.799988         7.875000      34.966000
     837.700012         7.742000      34.960999
     863.599976         7.614000      34.957001
     888.000000         7.488000      34.956001
     912.900024         7.354000      34.952999
     937.900024         7.227000      34.949001
     963.200012         7.118000      34.945000
     988.299988         6.966000      34.939999
    1012.799988         6.802000      34.933998
    1037.500000         6.662000      34.928001
    1062.699951         6.536000      34.923000
    1087.800049         6.418000      34.917999
    1112.900024         6.286000      34.912998
    1137.599976         6.164000      34.908001
    1162.500000         6.015000      34.903000
    1188.000000         5.901000      34.897999
    1213.199951         5.795000      34.895000
    1238.099976         5.696000      34.890999
    1263.300049         5.589000      34.887001
    1288.099976         5.481000      34.882999
    1313.000000         5.340000      34.876999
    1338.800049         5.189000      34.872002
    1362.599976         5.096000      34.868999
    1387.800049         5.006000      34.865002
    1412.900024         4.891000      34.861000
    1437.699951         4.793000      34.856998
    1463.000000         4.706000      34.855000
    1488.800049         4.587000      34.849998
    1512.900024         4.475000      34.846001
    1537.900024         4.337000      34.841000
    1562.800049         4.248000      34.837002
    1588.000000         4.132000      34.832001
    1613.199951         4.020000      34.827999
    1638.000000         3.904000      34.823002
    1663.000000         3.824000      34.820000
    1688.199951         3.736000      34.817001
    1713.000000         3.656000      34.813999
    1738.099976         3.520000      34.807999
    1763.099976         3.410000      34.803001
    1788.000000         3.304000      34.799000
    1813.699951         3.207000      34.794998
    1837.699951         3.137000      34.792000
    1862.500000         3.061000      34.789001
    1887.599976         2.998000      34.785999
    1912.800049         2.952000      34.784000
    1938.000000         2.897000      34.782001
    1962.800049         2.849000      34.779999
    1981.900024         2.809000      34.778000
            NaN              NaN            NaN
       0.400000        29.108999      32.867001
       1.100000        29.112000      32.866001
       1.900000        29.111000      32.866001
       2.900000        29.108999      32.867001
       4.000000        29.110001      32.867001
       4.900000        29.111000      32.867001
       6.100000        29.110001      32.867001
       6.900000        29.113001      32.868000
       7.900000        29.113001      32.867001
       9.000000        29.115000      32.867001
      10.000000        29.114000      32.868000
      15.000000        29.112000      32.867001
      25.200001        29.108000      32.869999
      35.200001        29.096001      32.907001
      45.299999        28.990999      33.268002
      55.900002        28.631001      33.796001
      65.500000        27.368000      34.381001
      74.900002        25.969000      34.533001
      86.000000        24.524000      34.540001
      95.199997        23.124001      34.736000
     105.400002        22.141001      34.751999
     115.000000        21.167000      34.787998
     125.300003        20.596001      34.862999
     135.800003        19.891001      34.869999
     145.399994        19.032000      34.889000
     155.699997        18.117001      34.900002
     165.500000        17.587999      34.886002
     175.199997        16.914000      34.910999
     185.100006        15.884000      34.911999
     195.300003        15.216000      34.935001
     214.199997        14.283000      34.973000
     237.399994        13.335000      34.993999
     262.700012        12.726000      35.011002
     287.700012        12.231000      35.023998
     312.899994        11.766000      35.029999
     337.600006        11.429000      35.029999
     362.399994        11.144000      35.028999
     388.200012        10.947000      35.028000
     413.000000        10.723000      35.028000
     437.700012        10.496000      35.027000
     462.700012        10.297000      35.026001
     487.700012        10.049000      35.021999
     512.599976         9.831000      35.016998
     537.799988         9.650000      35.014000
     563.099976         9.464000      35.009998
     587.700012         9.307000      35.006001
     612.900024         9.133000      35.001999
     638.400024         8.939000      34.998001
     663.299988         8.769000      34.993000
     688.200012         8.609000      34.987999
     713.299988         8.437000      34.984001
     738.900024         8.272000      34.979000
     762.799988         8.120000      34.974998
     787.599976         7.958000      34.969002
     812.599976         7.794000      34.964001
     837.900024         7.644000      34.958000
     862.900024         7.491000      34.955002
     888.000000         7.325000      34.951000
     913.099976         7.165000      34.946999
     938.099976         7.035000      34.942001
     962.700012         6.861000      34.935001
     988.400024         6.702000      34.929001
    1012.599976         6.580000      34.924999
    1037.599976         6.467000      34.919998
    1063.000000         6.342000      34.915001
    1087.800049         6.239000      34.910999
    1112.500000         6.133000      34.908001
    1137.599976         6.011000      34.903000
    1162.699951         5.902000      34.898998
    1187.800049         5.794000      34.895000
    1213.199951         5.699000      34.890999
    1238.199951         5.592000      34.887001
    1263.199951         5.478000      34.882999
    1287.800049         5.350000      34.877998
    1313.300049         5.216000      34.873001
    1337.800049         5.122000      34.869999
    1363.199951         5.035000      34.867001
    1388.099976         4.918000      34.862000
    1412.800049         4.782000      34.856998
    1437.900024         4.660000      34.852001
    1463.800049         4.540000      34.848000
    1487.599976         4.435000      34.844002
    1512.800049         4.351000      34.841000
    1538.000000         4.268000      34.838001
    1562.800049         4.185000      34.834999
    1587.699951         4.071000      34.830002
    1612.699951         3.955000      34.825001
    1637.699951         3.866000      34.821999
    1662.900024         3.787000      34.819000
    1688.300049         3.684000      34.813999
    1713.000000         3.600000      34.811001
    1737.800049         3.506000      34.806999
    1762.800049         3.401000      34.803001
    1787.699951         3.312000      34.799999
    1812.800049         3.216000      34.794998
    1837.800049         3.133000      34.792000
    1862.599976         3.064000      34.789001
    1887.800049         2.987000      34.785999
    1913.300049         2.925000      34.783001
    1937.800049         2.863000      34.779999
    1963.099976         2.799000      34.777000
    1988.099976         2.753000      34.775002
    2009.800049         2.712000      34.773998
       0.400000        29.184000      33.102001
       1.200000        29.186001      33.101002
       2.100000        29.186001      33.101002
       2.900000        29.184999      33.102001
       3.800000        29.184999      33.102001
       4.700000        29.186001      33.103001
       5.900000        29.187000      33.102001
       7.400000        29.186001      33.103001
       8.300000        29.188000      33.103001
       9.200000        29.188999      33.102001
      10.100000        29.191000      33.102001
      15.500000        29.191000      33.102001
      25.400000        29.149000      33.528999
      35.400002        29.021999      34.016998
      45.599998        28.774000      34.452999
      55.400002        28.552999      34.606998
      64.900002        26.677999      34.612999
      75.400002        25.174999      34.591999
      85.199997        24.698000      34.925999
      95.699997        24.086000      34.986000
     105.800003        23.299000      34.924000
     115.699997        21.731001      34.804001
     125.400002        20.823000      34.870998
     135.500000        20.020000      34.875999
     145.699997        18.882000      34.820000
     155.500000        17.861000      34.848000
     165.500000        17.106001      34.922001
     175.199997        16.416000      34.938000
     185.000000        15.632000      34.949001
     195.500000        15.105000      34.957001
     213.199997        14.179000      34.967999
     238.600006        13.177000      34.999001
     262.399994        12.451000      35.014000
     287.700012        11.967000      35.028000
     312.700012        11.627000      35.032001
     337.899994        11.355000      35.032001
     363.200012        11.099000      35.032001
     388.899994        10.860000      35.029999
     412.799988        10.643000      35.028999
     437.399994        10.430000      35.027000
     462.799988        10.225000      35.025002
     488.100006        10.063000      35.025002
     513.099976         9.886000      35.020000
     538.099976         9.696000      35.016998
     563.299988         9.481000      35.012001
     588.200012         9.260000      35.007000
     612.799988         9.093000      35.004002
     637.700012         8.914000      34.998001
     662.700012         8.742000      34.993999
     687.799988         8.580000      34.988998
     713.599976         8.405000      34.984001
     738.000000         8.252000      34.979000
     763.000000         8.114000      34.974998
     787.900024         7.967000      34.971001
     812.799988         7.785000      34.965000
     837.599976         7.608000      34.960999
     862.900024         7.431000      34.951000
     888.400024         7.326000      34.950001
     912.900024         7.189000      34.946999
     937.900024         7.012000      34.939999
     964.000000         6.838000      34.933998
     987.900024         6.676000      34.929001
    1013.000000         6.551000      34.924000
    1037.800049         6.458000      34.919998
    1062.500000         6.355000      34.917000
    1087.800049         6.216000      34.910999
    1113.199951         6.118000      34.908001
    1138.400024         5.997000      34.903000
    1163.199951         5.875000      34.898998
    1188.099976         5.765000      34.894001
    1213.099976         5.640000      34.889000
    1238.000000         5.490000      34.882999
    1263.599976         5.387000      34.879002
    1287.800049         5.282000      34.875999
    1313.000000         5.177000      34.872002
    1338.099976         5.094000      34.868999
    1363.099976         5.017000      34.866001
    1388.099976         4.922000      34.862000
    1413.000000         4.824000      34.859001
    1438.099976         4.736000      34.855000
    1463.300049         4.610000      34.849998
    1488.000000         4.474000      34.845001
    1512.599976         4.355000      34.841000
    1537.400024         4.255000      34.837002
