                         Date  Latitude  Longitude  Pressure(dbar)  Temperature(°C)  Salinity(PSU)
2025-01-05 20:08:02.002157056  26.94225  -26.59429      412.000000        13.617000      35.587002
2025-01-05 20:08:02.002157056  26.94225  -26.59429      414.000000        13.595000      35.584000
2025-01-05 20:08:02.002157056  26.94225  -26.59429      416.040009        13.553000      35.577999
2025-01-05 20:08:02.002157056  26.94225  -26.59429      418.000000        13.520000      35.573002
2025-01-05 20:08:02.002157056  26.94225  -26.59429      419.959991        13.484000      35.569000
2025-01-05 20:08:02.002157056  26.94225  -26.59429      421.959991        13.456000      35.564999
2025-01-05 20:08:02.002157056  26.94225  -26.59429      424.000000        13.425000      35.562000
2025-01-05 20:08:02.002157056  26.94225  -26.59429      426.000000        13.413000      35.560001
2025-01-05 20:08:02.002157056  26.94225  -26.59429      427.959991        13.399000      35.557999
2025-01-05 20:08:02.002157056  26.94225  -26.59429      429.959991        13.382000      35.556000
2025-01-05 20:08:02.002157056  26.94225  -26.59429      432.040009        13.365000      35.553001
2025-01-05 20:08:02.002157056  26.94225  -26.59429      434.040009        13.341000      35.549999
2025-01-05 20:08:02.002157056  26.94225  -26.59429      436.000000        13.317000      35.546001
2025-01-05 20:08:02.002157056  26.94225  -26.59429      438.000000        13.282000      35.541000
2025-01-05 20:08:02.002157056  26.94225  -26.59429      440.000000        13.259000      35.537998
2025-01-05 20:08:02.002157056  26.94225  -26.59429      442.040009        13.224000      35.535000
2025-01-05 20:08:02.002157056  26.94225  -26.59429      444.000000        13.204000      35.532001
2025-01-05 20:08:02.002157056  26.94225  -26.59429      446.000000        13.189000      35.529999
2025-01-05 20:08:02.002157056  26.94225  -26.59429      448.000000        13.146000      35.525002
2025-01-05 20:08:02.002157056  26.94225  -26.59429      450.000000        13.125000      35.521999
2025-01-05 20:08:02.002157056  26.94225  -26.59429      452.000000        13.100000      35.519001
2025-01-05 20:08:02.002157056  26.94225  -26.59429      454.040009        13.081000      35.515999
2025-01-05 20:08:02.002157056  26.94225  -26.59429      456.000000        13.038000      35.511002
2025-01-05 20:08:02.002157056  26.94225  -26.59429      458.000000        12.998000      35.506001
2025-01-05 20:08:02.002157056  26.94225  -26.59429      460.040009        12.957000      35.501999
2025-01-05 20:08:02.002157056  26.94225  -26.59429      462.000000        12.938000      35.499001
2025-01-05 20:08:02.002157056  26.94225  -26.59429      464.000000        12.900000      35.493999
2025-01-05 20:08:02.002157056  26.94225  -26.59429      466.000000        12.855000      35.488998
2025-01-05 20:08:02.002157056  26.94225  -26.59429      468.000000        12.823000      35.484001
2025-01-05 20:08:02.002157056  26.94225  -26.59429      470.000000        12.789000      35.480999
2025-01-05 20:08:02.002157056  26.94225  -26.59429      471.959991        12.783000      35.480000
2025-01-05 20:08:02.002157056  26.94225  -26.59429      473.959991        12.775000      35.480000
2025-01-05 20:08:02.002157056  26.94225  -26.59429      475.959991        12.767000      35.478001
2025-01-05 20:08:02.002157056  26.94225  -26.59429      478.000000        12.756000      35.477001
2025-01-05 20:08:02.002157056  26.94225  -26.59429      480.000000        12.740000      35.474998
2025-01-05 20:08:02.002157056  26.94225  -26.59429      482.000000        12.721000      35.472000
2025-01-05 20:08:02.002157056  26.94225  -26.59429      484.000000        12.702000      35.470001
2025-01-05 20:08:02.002157056  26.94225  -26.59429      486.000000        12.682000      35.467999
2025-01-05 20:08:02.002157056  26.94225  -26.59429      488.000000        12.668000      35.466999
2025-01-05 20:08:02.002157056  26.94225  -26.59429      489.959991        12.652000      35.465000
